idTabela;codTipoOrgao;codOrgao;txtNome;txtSigla;datCriacao;datExtincao;docCriacao;urlDocCriacao;codProposicao
;2;;Comissão de Constituição e Poderes;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão de Petições;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão da Redacção das Leis;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão de Justiça Civil e Criminal;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão de Diplomacia;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão de Marinha e Guerra;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão da Instrucção Publica;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão de Saude Publica;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão da Policia da Casa;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão das Camaras Municipaes, e Juizes de Paz;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão dos Conselhos Geraes de Provincias;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão dos Negocios Ecclesiasticos;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão da Colonisação, Cathequese e Civilização dos Indios;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão de Estatistica;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão dos meios e modos para a lenta extincção da Escravatura;;1831-09-03;;Regimento Interno 1831;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14124/regimento%20_camara_1831_1832.pdf?sequence=3;
;2;;Comissão das Minas, e Bosques;;;;Regimento Interno 1826;;
;2;;Comissão do Commercio, Agricultura, Industria, e Artes;;;;Regimento Interno 1826;;
;2;;Comissão da Fazenda;;;;Regimento Interno 1826;;
;2;;Comissão da Guarda da Constituição;;;;Regimento Interno 1826;;
;2;;Comissão de Petiçoens;;;;Regimento Interno 1826;;
;2;;Comissão da Redacção das Leis;;;;Regimento Interno 1826;;
;2;;Comissão de Legislação, Justiça Civil, e Criminal;;;;Regimento Interno 1826;;
;2;;Comissão da Marinha e Guerra;;;;Regimento Interno 1826;;
;2;;Comissão da Instrucção Pública;;;;Regimento Interno 1826;;
;2;;Comissão da Policia, e Inspecção da Caza;;;;Regimento Interno 1826;;
;2;;Comissão da Colonização, Cathequesi, e Civilização dos Indios;;;;Regimento Interno 1826;;
;2;;Comissão da Estatistica, e Diplomatica;;;;Regimento Interno 1826;;
